Processor,CPU.Mark.Single,Price
AMD Athlon Dual Core 4850B,759,
AMD Phenom 9450e Quad-Core,759,105
AMD Phenom 9550 Quad-Core,758,39.95
Intel Pentium D 940 @ 3.20GHz,758,
AMD Opteron 1352,758,135.99
Intel Core2 Duo T5900 @ 2.20GHz,757,
AMD A6-3600 APU,757,22.99
Intel Xeon 3.20GHz,757,
Intel Core2 Duo SL9400 @ 1.86GHz,756,253
AMD Opteron 6234,756,399.99
AMD Opteron 280,756,796.67
AMD Phenom 9500 Quad-Core,756,89.96
Intel Xeon E5205 @ 1.86GHz,756,9.42
AMD Opteron 2218,755,32.42
Intel Core2 Duo T7400 @ 2.16GHz,755,
AMD Athlon II P360 Dual-Core,755,20
AMD Opteron 6366 HE,755,1010
AMD Athlon II X3 400e,754,107.43
Intel Core i3-330M @ 2.13GHz,753,48.56
Intel Core i5-540UM @ 1.20GHz,752,
Intel Core2 Duo T5850 @ 2.16GHz,752,15.9
AMD Athlon Dual Core 4850e,752,39
Intel Xeon E7320 @ 2.13GHz,751,
Intel Celeron G440 @ 1.60GHz,750,125
Intel Pentium 4 3.40GHz,750,
AMD Opteron 152,749,
AMD Athlon 64 X2 Dual Core 4800+,749,459.95
AMD Athlon LE-1660,749,
AMD A6-3500 APU,748,82.25
Dual-Core AMD Opteron 1220 SE,748,
Intel Xeon E5-2407 @ 2.20GHz,748,58
Intel Celeron 925 @ 2.30GHz,747,
AMD Athlon 5000 Dual-Core,747,99.95
Intel Pentium 4410Y @ 1.50GHz,745,161
Intel Xeon 3.40GHz,743,
Intel Celeron D 360 @ 3.46GHz,743,
Intel Pentium T3400 @ 2.16GHz,742,14
AMD Turion II Dual-Core Mobile M500,741,
Intel Xeon 3040 @ 1.86GHz,741,25.04
AMD Phenom X3 8550,741,169.95
AMD Turion II Dual-Core Mobile M520,739,69.1
AMD Athlon 5200 Dual-Core,739,90.33
AMD A8-3550MX APU,737,
AMD Opteron 2373 EE,737,
Intel Core2 Duo E4400 @ 2.00GHz,736,157.95
Intel Celeron B800 @ 1.50GHz,734,
AMD Athlon 64 3300+,734,
AMD Opteron 180,733,129.95
Intel Celeron 450 @ 2.20GHz,733,
AMD Athlon II N350 Dual-Core,732,
AMD R-460L APU,732,
Celeron Dual-Core T3000 @ 1.80GHz,731,
AMD V160,728,
AMD Phenom II N850 Triple-Core,727,25
Intel Pentium E2180 @ 2.00GHz,727,26.2
AMD Athlon 64 X2 Dual Core 4600+,726,359.95
AMD Phenom II N870 Triple-Core,725,
Intel Core i3-2377M @ 1.50GHz,725,
Intel Core2 Duo T5870 @ 2.00GHz,725,
AMD Opteron 150,725,
Intel Core Duo T2700 @ 2.33GHz,725,
Intel Celeron N3450 @ 1.10GHz,723,168.25
AMD Phenom II N970 Quad-Core,723,149.99
Intel Xeon 5120 @ 1.86GHz,721,1683.98
Intel Xeon E5320 @ 1.86GHz,721,157.95
AMD Turion 64 Mobile ML-44,721,
Mobile Intel Pentium 4 3.20GHz,721,
AMD Turion II Neo N54L Dual-Core,720,
Intel Celeron 887 @ 1.50GHz,720,
AMD Phenom 8450 Triple-Core,720,29.95
AMD Opteron 1216,719,54.85
Intel Core i3-2375M @ 1.50GHz,719,
AMD Phenom II N950 Quad-Core,719,112.6
AMD Athlon II X4 600e,717,130.23
AMD A8-4555M APU,717,
AMD Phenom 8400 Triple-Core,716,
AMD Athlon LE-1640,714,
AMD Sempron 130,714,24.99
Intel Celeron 877 @ 1.40GHz,713,
Intel Core2 Duo T7300 @ 2.00GHz,713,30.99
AMD Phenom FX-5000 Quad-Core,712,
AMD Athlon II N330 Dual-Core,712,
AMD GX-420CA SOC,712,
Mobile AMD Athlon 64 4000+,711,
Intel Core2 Duo T7250 @ 2.00GHz,711,201.48
Intel Atom E3950 @ 1.60GHz,709,
Intel Celeron D 356 @ 3.33GHz,708,
AMD Athlon II P340 Dual-Core,707,44.95
AMD Phenom 8450e Triple-Core,707,
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,706,39.95
AMD Opteron 1216 HE,705,
Intel Celeron 827E @ 1.40GHz,704,
AMD GX-218GL SOC,704,
Intel Core i3-3217UE @ 1.60GHz,703,
Intel Pentium 4 3.73GHz,702,
AMD Athlon X3 425,701,
AMD Athlon II X2 270u,701,67.67
Intel Core2 Duo E6320 @ 1.86GHz,701,157.95
AMD Turion 64 Mobile ML-42,700,
Intel Core2 Duo T7200 @ 2.00GHz,700,99.95
AMD A6 Micro-6500T APU,700,
Intel Pentium P6000 @ 1.87GHz,699,
AMD A4-3310MX APU,698,
Intel Pentium D 830 @ 3.00GHz,698,
Intel Celeron P4500 @ 1.87GHz,697,
Intel Pentium 987 @ 1.50GHz,697,
AMD E2-7110 APU,697,
AMD A8-3530MX APU,696,
Intel Celeron 807 @ 1.50GHz,696,
AMD V140,696,13
AMD Opteron 6272,695,325
Intel Core i3-3229Y @ 1.40GHz,695,
Intel Celeron E1400 @ 2.00GHz,695,57.01
Intel Pentium 4 3.20GHz,695,
Intel Core2 Duo E6300 @ 1.86GHz,694,157.95
Intel Core i3-4010Y @ 1.30GHz,694,
Intel Celeron D 352 @ 3.20GHz,693,
AMD A4-4355M APU,692,
AMD Athlon 64 X2 Dual Core 4400+,692,60
AMD A8-3510MX APU,691,
AMD A4-6210 APU,691,
AMD Athlon X2 Dual Core BE-2400,691,
AMD Opteron 6128,691,235
Intel Core i3-2340UE @ 1.30GHz,689,
AMD Athlon Dual Core 4450B,689,31
Intel Core2 Duo T5750 @ 2.00GHz,688,9.99
Intel Pentium T2410 @ 2.00GHz,687,
AMD Turion 64 X2 Mobile TL-68,687,90
AMD Opteron 275,685,109.95
AMD Opteron 1214,684,290
AMD Opteron 175,683,
Intel Xeon E5-2430L v2 @ 2.40GHz,683,
AMD Opteron 148,682,
Intel Core i3-2367M @ 1.40GHz,681,
AMD Sempron X2 180,680,69.4
AMD A4-3305M APU,679,30
Intel Core i3-2365M @ 1.40GHz,679,
Intel Pentium T3200 @ 2.00GHz,679,12
AMD Athlon II Dual-Core M340,679,
Intel Celeron @ 1.30GHz,679,
AMD Phenom II N830 Triple-Core,679,
AMD A4-3330MX APU,677,
Intel Core2 Duo T5800 @ 2.00GHz,677,
Intel T2050 @ 2.00GHz,677,
AMD Athlon II P320 Dual-Core,676,29.95
AMD Athlon 64 4000+,676,197.95
Intel Xeon E5603 @ 1.60GHz,675,129.04
AMD Athlon LE-1620,675,18
AMD Athlon 2800+,675,49.99
AMD Opteron 1214 HE,674,
AMD Athlon 64 3800+,674,139.95
AMD Phenom 9350e Quad-Core,672,3382.07
AMD Athlon II Dual-Core M320,671,30
Intel Celeron 560 @ 2.13GHz,670,79.95
Intel Pentium 4 3.46GHz,669,
Intel Celeron 570 @ 2.26GHz,668,
Intel Core2 Duo U9600 @ 1.60GHz,668,
Intel Core2 Duo E4300 @ 1.80GHz,668,157.95
AMD Athlon 64 X2 Dual Core 4200+,667,179.95
AMD Athlon Dual Core 4450e,666,
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,665,45
AMD Phenom X4 Quad-Core GP-9600,665,
Mobile AMD Athlon 64 3400+,665,
AMD Turion 64 X2 Mobile TL-66,665,378
Intel Pentium 3560Y @ 1.20GHz,664,
AMD Athlon XP 3200+,664,
Intel Core Duo T2600 @ 2.16GHz,664,
Intel Celeron 440 @ 2.00GHz,664,79.95
AMD Athlon XP 3100+,663,
AMD V120,662,
Intel Celeron 3.33GHz,661,
Intel Celeron 3.20GHz,659,
AMD A4-3320M APU,658,31
AMD Turion X2 Dual-Core Mobile RM-77,658,
AMD Athlon 64 3700+,657,69
Intel Pentium E2160 @ 1.80GHz,657,35
Intel Pentium 4 3.06GHz,655,
Intel Celeron 867 @ 1.30GHz,655,
Intel T1500 @ 1.86GHz,653,
Mobile Intel Pentium 4 2.66GHz,653,
AMD Athlon 64 3400+,653,
Intel Core2 Duo T5600 @ 1.83GHz,652,
AMD A6-3430MX APU,652,
Intel Pentium D 915 @ 2.80GHz,651,
Mobile Intel Pentium 4 3.06GHz,650,
Intel Core2 Duo T5550 @ 1.83GHz,650,
Intel Pentium 4 3.00GHz,650,
AMD Sempron 3800+,650,21
Intel Celeron 2961Y @ 1.10GHz,649,
AMD Turion 64 Mobile ML-40,649,
Intel Core2 Duo L9300 @ 1.60GHz,649,
Intel Core2 Duo T5670 @ 1.80GHz,648,
Intel Core2 Duo T7100 @ 1.80GHz,648,21.99
AMD Athlon 64 X2 3800+,647,
Intel Pentium M 2.13GHz,646,
Intel Pentium T2390 @ 1.86GHz,645,
AMD Phenom II P860 Triple-Core,645,
Intel T1400 @ 1.73GHz,645,
AMD Phenom II N930 Quad-Core,644,99.86
AMD Turion 64 X2 Mobile TL-64,644,39.39
Intel Pentium 967 @ 1.30GHz,643,
AMD Athlon X2 Dual Core BE-2350,641,
AMD Athlon Dual Core 4050e,641,
AMD Phenom II X940 Quad-Core,641,
Intel Xeon L5310 @ 1.60GHz,641,112.5
AMD Athlon II Dual-Core M300,640,
Intel Celeron 3.06GHz,640,
AMD Turion II Neo K685 Dual-Core,639,
Intel Xeon E5310 @ 1.60GHz,639,259.95
AMD A8-3520M APU,638,
Intel Pentium 957 @ 1.20GHz,637,134
AMD Athlon LE-1600,637,21
AMD Athlon64 X2 Dual Core 4200+,637,
Intel Pentium M 2.26GHz,636,
AMD Phenom 8250 Triple-Core,635,
Intel Celeron 857 @ 1.20GHz,635,
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,634,12.84
AMD Athlon II 170u,634,29.95
AMD Athlon 5150 APU,633,108
Athlon Dual Core 4050e,633,
Intel Pentium 4 2.60GHz,633,
Intel Celeron 2.93GHz,633,
Intel Core i3-2357M @ 1.30GHz,632,
AMD Athlon 64 X2 Dual Core BE-2350,632,
Intel Celeron M 450 @ 2.00GHz,631,
AMD Athlon XP 2900+,631,
AMD GX-217GA SOC,631,
Intel Pentium 4 2.80GHz,630,
AMD Athlon 64 X2 Dual Core 4000+,630,
AMD Sempron LE-1300,630,15
AMD E2-3000 APU,628,
Intel Pentium 4 2.93GHz,628,
Intel Core i5-520UM @ 1.07GHz,628,
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,628,55
AMD Sempron M120,627,
AMD Athlon XP 2800+,626,
AMD A4-3300M APU,625,29.99
Intel Celeron 2.50GHz,625,
AMD Phenom II P840 Triple-Core,625,
AMD Phenom 9100e Quad-Core,625,39.95
AMD TurionX2 Ultra DualCore Mobile ZM-85,625,
AMD Turion 64 X2 Mobile TL-62,622,311
AMD Sempron Dual Core 2300,622,41.99
Intel Core Duo T2500 @ 2.00GHz,622,119.99
AMD Phenom 8250e Triple-Core,621,46.99
Intel Pentium D 805 @ 2.66GHz,620,
AMD Opteron 170,620,
AMD Athlon 64 3500+,620,100.95
Intel Celeron 550 @ 2.00GHz,620,13
AMD Phenom X4 Quad-Core GP-9500,619,
AMD Phenom 9150e Quad-Core,619,39.95
Intel Xeon 5110 @ 1.60GHz,619,159.95
Intel Celeron 540 @ 1.86GHz,619,
AMD A4-5100 APU,619,
AMD Opteron 146,616,59.99
AMD Turion 64 Mobile MK-38,615,
AMD A4-5050 APU,615,
AMD Opteron 6164 HE,614,
AMD Sempron M100,614,12
Intel Core Duo T2450 @ 2.00GHz,613,
AMD Athlon XP 2700+,612,84.79
Intel Celeron D 347 @ 3.06GHz,612,
AMD Athlon64 X2 Dual Core 3800+,611,
AMD Athlon II X2 260u,611,83.44
Mobile Intel Pentium 4 2.80GHz,610,
AMD Athlon 64 X2 Dual Core 3800+,609,
AMD Sempron LE-1200,609,
AMD Athlon XP 3000+,609,78
Intel Pentium 4 2.53GHz,608,
Intel Pentium 4 2.66GHz,608,
Intel Xeon 3.00GHz,607,
AMD Phenom II P960 Quad-Core,606,28
AMD Turion X2 Dual-Core Mobile RM-75,606,
AMD Sempron 3300+,606,30
Intel Core2 Duo T5300 @ 1.73GHz,605,
AMD Athlon64 X2 Dual Core 4600+,604,
Intel Core i5-430UM @ 1.20GHz,603,
Intel Celeron T1600 @ 1.66GHz,602,19.99
Intel Xeon L3406 @ 2.27GHz,602,277.01
Intel Core2 Duo L7800 @ 2.00GHz,602,
Intel Celeron 430 @ 1.80GHz,602,40.33
AMD Sempron LE-1250,601,79.95
Intel Celeron 2.80GHz,600,
Intel Xeon X6550 @ 2.00GHz,600,
Intel Celeron 2.60GHz,600,
AMD Turion X2 Dual-Core Mobile RM-72,599,224.26
Intel Atom x7-Z8750 @ 1.60GHz,598,
Intel Core i5-470UM @ 1.33GHz,598,
AMD E2-3000M APU,597,20
Intel Celeron D 420 @ 1.60GHz,597,
Intel Pentium J3710 @ 1.60GHz,597,
AMD Phenom II P820 Triple-Core,596,
Intel Atom C2550 @ 2.40GHz,596,
Intel Xeon 2.40GHz,595,9.1
Intel Pentium J2900 @ 2.41GHz,594,
AMD Opteron 2427,594,95.14
Intel Celeron 2.70GHz,594,
AMD Athlon 64 X2 Dual Core 3600+,593,60
Intel Pentium 4 2.50GHz,592,
Mobile AMD Athlon XP-M 2800+,592,
AMD A6-3420M APU,591,
Intel Xeon 2.80GHz,590,
Intel Core2 Duo T5500 @ 1.66GHz,590,
AMD Turion 64 X2 Mobile TL-60,590,18.05
Intel Core i7-620UM @ 1.07GHz,589,
AMD A6-3410MX APU,589,29.99
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,588,
AMD Opteron 4162 EE,587,
AMD GX-415GA SOC,586,
Intel Pentium E2140 @ 1.60GHz,586,157.95
AMD A4 Micro-6400T APU,585,
AMD A4-5000 APU,585,
AMD Athlon 64 X2 Dual Core BE-2300,585,
AMD Athlon 64 X2 QL-65,585,
AMD Athlon XP 2600+,584,23.03
Intel Pentium M 2.00GHz,584,
AMD Turion 64 Mobile MT-37,584,
AMD Athlon 64 X2 QL-64,584,
Intel Pentium N3540 @ 2.16GHz,582,250.87
Intel Atom C2750 @ 2.40GHz,582,232
Intel Core Solo T1400 @ 1.83GHz,581,
AMD Turion X2 Dual Core Mobile RM-76,581,
Intel Xeon L5320 @ 1.86GHz,580,69.99
Intel Core2 Duo T5470 @ 1.60GHz,580,
Intel Core2 Duo SU9400 @ 1.40GHz,579,
AMD Opteron 144,579,65
AMD Sempron Dual Core 2200,579,
Intel Celeron E1200 @ 1.60GHz,578,62.01
Intel Celeron 2.66GHz,578,
Mobile AMD Athlon XP-M 2600+,578,
Intel Core2 Duo L7500 @ 1.60GHz,577,
AMD Athlon 64 3200+,577,149.95
AMD Athlon XP 2400+,576,89.99
Intel Pentium T2370 @ 1.73GHz,576,35
AMD E2-6110 APU,576,
Intel Core2 Duo T5450 @ 1.66GHz,574,
Intel Core2 Duo L7700 @ 1.80GHz,574,
Mobile AMD Sempron 3300+,574,
AMD Turion X2 Dual-Core Mobile RM-74,574,24.95
Intel Pentium N3710 @ 1.60GHz,573,
Mobile AMD Athlon 64 3200+,573,
Mobile AMD Sempron 3800+,573,
Intel Celeron 530 @ 1.73GHz,571,23
AMD TurionX2 Dual Core Mobile RM-70,571,
Intel Celeron M 530 @ 1.73GHz,570,
Athlon 64 Dual Core 3800+,570,
AMD Athlon 64 X2 QL-62,570,
Intel Celeron M 440 @ 1.86GHz,570,
AMD Athlon II 160u,568,29.99
Intel Core Duo T2400 @ 1.83GHz,567,16
AMD Athlon X2 Dual Core BE-2300,567,
AMD Athlon 64 X2 Dual-Core TK-57,567,
AMD Sempron 3600+,567,12
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,565,14
Intel Pentium T2330 @ 1.60GHz,564,
Intel Pentium 4 2.40GHz,561,
Intel Pentium T2130 @ 1.86GHz,561,
Mobile AMD Athlon XP-M 3000+,561,
Mobile AMD Athlon 2500+,561,
AMD Athlon II Neo K145,561,
AMD TurionX2 Dual Core Mobile RM-72,560,
Intel Core Duo T2350 @ 1.86GHz,559,
Intel Celeron 2.30GHz,559,
AMD Turion 64 X2 Mobile TL-58,559,
Mobile AMD Athlon XP-M 2200+,559,
Intel Celeron 2.53GHz,558,
AMD Sempron LE-1150,557,
AMD Sempron Dual Core 2100,557,39
Intel Atom x5-E3930 @ 1.30GHz,557,
Intel Atom x5-Z8550 @ 1.44GHz,557,
AMD Athlon X2 Dual Core 6850e,556,
AMD A8-3500M APU,554,69.95
AMD Athlon Neo X2 Dual Core 6850e,554,
AMD Opteron 165,554,610
AMD Athlon 64 X2 Dual Core TK-55,554,57.74
AMD Athlon II X2 250u,554,39.95
Intel Celeron J1750 @ 2.41GHz,554,
Mobile Intel Celeron 2.40GHz,553,
AMD Opteron 1212,553,290
AMD E1 Micro-6200T APU,552,
Intel Celeron N2840 @ 2.16GHz,552,
AMD Turion X2 Dual-Core Mobile RM-70,552,
Intel Atom x7-Z8700 @ 1.60GHz,552,73.63
Intel Celeron J1800 @ 2.41GHz,552,
Mobile AMD Athlon 4 2400+,551,
AMD Athlon 64 X2 QL-66,551,
Intel Atom C2558 @ 2.40GHz,551,136
Intel Pentium U5600 @ 1.33GHz,550,
Intel Pentium 2129Y @ 1.10GHz,550,134
Intel Pentium M 1.86GHz,549,
AMD Turion Dual-Core RM-70,548,15
Intel Pentium J2850 @ 2.41GHz,548,
Intel Pentium N3530 @ 2.16GHz,548,
AMD Athlon 64 3000+,548,50
Intel Pentium N3700 @ 1.60GHz,547,444.78
Intel Core Duo T2250 @ 1.73GHz,547,
Mobile AMD Athlon XP-M 2400+,546,
Mobile Intel Celeron 2.20GHz,546,
Mobile AMD Athlon XP-M 2500+,546,
Intel Celeron 847E @ 1.10GHz,545,
AMD Turion 64 Mobile MK-36,544,
AMD Turion 64 Mobile ML-37,544,196.5
Intel Pentium M 2.10GHz,544,
AMD Athlon XP 2500+,544,
Intel Celeron 420 @ 1.60GHz,543,34.78
AMD Turion Dual-Core RM-74,542,
AMD E1-7010 APU,542,
Intel Celeron M 520 @ 1.60GHz,542,
Intel Celeron N3060 @ 1.60GHz,541,
Intel XEON 2.20GHz,540,
Intel Celeron 2.40GHz,540,
AMD Sempron 2650 APU,540,50.9
AMD Sempron 3100+,540,60
Intel Core2 Duo T5200 @ 1.60GHz,540,
AMD A6-3400M APU,539,29
Intel Celeron J3060 @ 1.60GHz,539,
Intel Celeron 847 @ 1.10GHz,539,315
Intel Pentium 4 2.26GHz,538,
Intel Celeron 2.20GHz,538,
AMD Athlon 64 X2 QL-60,537,
Intel Pentium T2080 @ 1.73GHz,537,159.95
Intel Core2 Duo L7400 @ 1.50GHz,537,
AMD Sempron SI-40,536,12
Intel Celeron J1900 @ 1.99GHz,536,
AMD Athlon 64 X2 Dual-Core TK-55,535,72.74
AMD Turion 64 X2 Mobile TL-56,535,20
Mobile AMD Sempron 3100+,534,
AMD Opteron 6136,534,359
AMD Turion 64 Mobile MT-32,533,
AMD Athlon 64 X2 Dual Core 3400+,532,
Intel Celeron M 1.70GHz,532,
Intel Pentium M 1700MHz,529,
AMD Sempron SI-42,529,12
Intel Core Duo T2300 @ 1.66GHz,527,
VIA QuadCore C4650@2.0GHz,527,
AMD Sempron LE-1100,525,
Intel Core2 Duo T5270 @ 1.40GHz,525,
Mobile AMD Sempron 3600+,524,
AMD E1-6015 APU,523,
Intel Celeron J3160 @ 1.60GHz,523,
Intel Core2 Duo T5250 @ 1.50GHz,522,
AMD Sempron 3400+,522,14
Intel Core2 Duo L7300 @ 1.40GHz,521,
Intel Core2 Duo U7300 @ 1.30GHz,521,
Intel Celeron 1047UE @ 1.40GHz,520,
Intel Core i3-380UM @ 1.33GHz,519,
Intel Pentium M 1.70GHz,519,
Intel Core Duo L2400 @ 1.66GHz,519,
Intel Core Solo T1300 @ 1.66GHz,519,
Intel Pentium M 1.80GHz,518,
Intel Pentium SU4100 @ 1.30GHz,518,
Intel Atom Z3795 @ 1.60GHz,518,
Intel Celeron 2.26GHz,517,
Intel Pentium M 1.73GHz,517,
Intel Core2 Solo U3500 @ 1.40GHz,516,
Intel Core Solo T1350 @ 1.86GHz,515,
AMD Athlon 64 X2 Dual-Core TK-53,515,
AMD E1-2500 APU,515,
Intel Pentium N3520 @ 2.16GHz,515,
AMD Athlon XP 2200+,515,84.95
Intel Celeron 1019Y @ 1.00GHz,514,
AMD Sempron 3000+,514,49.95
Mobile Intel Pentium 4 - M 2.20GHz,513,
Intel Pentium T2060 @ 1.60GHz,513,
Intel Atom C2758 @ 2.40GHz,513,214.86
AMD Sempron 3850 APU,513,40.98
Intel Celeron N3010 @ 1.04GHz,512,
AMD Athlon 64 2800+,512,99.99
Intel Celeron N2830 @ 2.16GHz,511,
AMD Phenom II P920 Quad-Core,511,75
AMD Turion X2 Dual Core L510,511,
Intel Celeron N2820 @ 2.13GHz,510,190
AMD QC-4000,508,
AMD Turion II Neo K625 Dual-Core,508,
AMD Turion 64 Mobile ML-34,506,
AMD E2-3800 APU,505,
Intel Celeron M 430 @ 1.73GHz,505,
AMD Turion 64 Mobile ML-32,504,
AMD Turion 64 Mobile MT-34,504,
Intel Atom x5-Z8500 @ 1.44GHz,503,62.57
AMD Athlon XP 2100+,503,
AMD A6-1450 APU,502,
Intel Celeron N3160 @ 1.60GHz,501,292.22
AMD Athlon II Neo K125,500,
Intel Celeron N2940 @ 1.83GHz,500,
AMD Turion II Neo N40L Dual-Core,500,
Mobile Intel Pentium 4 - M 2.00GHz,500,
Intel Pentium 4 2.20GHz,499,
Intel Pentium T2310 @ 1.46GHz,499,
Mobile AMD Athlon 64 3700+,498,
AMD Turion Dual-Core RM-72,497,38
AMD Phenom II P940 Quad-Core,497,
Intel Core Duo L2500 @ 1.83GHz,494,
Intel Core2 Duo U9300 @ 1.20GHz,493,
AMD Sempron 2400+,493,27
Intel Core Duo T2050 @ 1.60GHz,491,
AMD Athlon 2850e,491,
Intel Core Duo L2300 @ 1.50GHz,490,
Intel Atom Z3775 @ 1.46GHz,489,35
Mobile Intel Pentium 4 - M 2.40GHz,488,
Mobile AMD Sempron 3500+,488,
Mobile AMD Sempron 3000+,487,
Intel Celeron N2808 @ 1.58GHz,487,
Intel Celeron 215 @ 1.33GHz,487,
AMD Sempron 2800+,486,52.36
Intel Celeron SU2300 @ 1.20GHz,486,
AMD Sempron 3200+,486,13
Intel Celeron M 1.60GHz,486,
Intel Celeron 743 @ 1.30GHz,486,
Intel Pentium M 1500MHz,486,
Mobile AMD Sempron 2600+,486,
AMD Turion 64 Mobile ML-30,485,
Mobile AMD Athlon MP-M 2400+,484,
AMD E1-6010 APU,483,
Mobile AMD Sempron 3400+,483,
AMD Sempron 2300+,483,45
Intel Celeron M 723 @ 1.20GHz,483,
AMD Turion 64 Mobile ML-28,482,
AMD Athlon 64 X2 Dual Core TK-53,480,34.95
AMD Athlon XP 1900+,480,
Intel Celeron U3600 @ 1.20GHz,479,
Intel Celeron N3000 @ 1.04GHz,479,
AMD Athlon XP 2000+,479,24.99
AMD Sempron 3500+,479,20
Intel Pentium U5400 @ 1.20GHz,478,
Intel Pentium M 1600MHz,478,
Intel Pentium 4 Mobile 2.00GHz,477,
Intel Core i5-4400E @ 2.70GHz,476,
AMD Turion Dual-Core RM-75,474,27.46
AMD GX-412HC,473,
Intel Atom Z3770 @ 1.46GHz,473,149.44
Intel Celeron 2.13GHz,473,
AMD Athlon II Neo K345 Dual-Core,473,
AMD Turion 64 X2 Mobile TL-52,472,
Intel Celeron N3150 @ 1.60GHz,471,
AMD Sempron 2600+,470,29.95
AMD Athlon 64 X2 Dual-Core TK-42,470,
AMD Athlon 64 X2 QL-67,470,
Intel Celeron N3050 @ 1.60GHz,469,299.99
Intel Celeron 723 @ 1.20GHz,469,
Intel Celeron N2930 @ 1.83GHz,466,
AMD Turion 64 X2 Mobile TL-50,466,49.99
Intel Celeron M 420 @ 1.60GHz,465,
Intel Celeron 2.00GHz,464,
Intel Pentium 4 2.00GHz,464,
AMD Turion Neo X2 Dual Core L625,464,
Mobile AMD Athlon XP-M 2000+,463,
AMD Athlon 2650e,462,19
AMD Athlon XP 1800+,462,58.95
AMD E2-2000 APU,462,
Intel Pentium M 1.60GHz,462,
Intel Atom x5-E8000 @ 1.04GHz,460,
Intel Celeron U1900 @ 1.99GHz,460,
AMD Turion X2 Dual Core Mobile RM-70,460,132.56
Intel Pentium M 1.50GHz,459,
AMD Sempron 2500+,458,79.95
Intel Core2 Duo L7100 @ 1.20GHz,457,
AMD Athlon Neo X2 Dual Core L335,456,
Mobile AMD Sempron 2800+,453,
Intel Celeron N2815 @ 1.86GHz,453,
Intel Core i3-330UM @ 1.20GHz,452,
AMD Turion 64 Mobile MT-30,452,
Intel Celeron M 1.50GHz,451,
Mobile Intel Pentium 4 - M 1.80GHz,451,
AMD Athlon Neo X2 Dual Core L325,451,
Intel Pentium SU2700 @ 1.30GHz,449,
Intel Pentium 4 1.90GHz,449,
AMD Athlon 64 2600+,449,
Intel Atom C2358 @ 1.74GHz,448,
VIA Eden X4 C4250 @ 1.2+GHz,448,
Intel Pentium 4 1800MHz,448,
Intel Atom C2750 @ 2.41GHz,448,
Intel Xeon MV 3.20GHz,447,
Intel Core2 Duo U7700 @ 1.33GHz,447,
AMD E2-1800 APU,447,
Mobile Intel Celeron 2.00GHz,446,
Intel Celeron J1850 @ 1.99GHz,446,
AMD G-T56N,446,
Intel Celeron N2807 @ 1.58GHz,446,
Intel Celeron M 1500MHz,445,
AMD Athlon X2 Dual Core 3250e,445,
AMD Sempron 210U,445,
AMD G-T56E,441,
AMD Athlon Neo MV-40,436,
Intel Atom Z3775D @ 1.49GHz,434,
Intel Pentium 4 Mobile 1.90GHz,434,
Intel Pentium M 1400MHz,433,
Intel Celeron N2920 @ 1.86GHz,433,
AMD Athlon II Neo K325 Dual-Core,432,25.99
Mobile Intel Celeron 1.80GHz,431,
AMD E-450 APU,430,
Intel Core2 Duo U7600 @ 1.20GHz,430,
Intel Pentium N3510 @ 1.99GHz,429,
AMD Athlon TF-20,429,
Intel Pentium 4 1.80GHz,429,
AMD E-350D APU,429,
AMD Athlon II Neo N36L Dual-Core,428,
Intel Pentium III 1400S @ 1400MHz,428,
AMD Sempron 2200+,427,29.99
Intel Core Solo U1500 @ 1.33GHz,427,
Mobile Intel Pentium 4 - M 1.70GHz,427,195.49
Intel Celeron M 360 1.40GHz,426,
AMD E-350,425,
Intel Celeron U3400 @ 1.07GHz,425,
Intel Pentium M 1.40GHz,425,
AMD Athlon XP 1700+,424,
Intel Atom x5-Z8330 @ 1.44GHz,424,
Intel Celeron M 410 @ 1.46GHz,423,
AMD Athlon 1500+,422,
Intel Celeron M 1.30GHz,422,
Intel Celeron 1.80GHz,421,
Intel Celeron M 1300MHz,421,
AMD E-350 APU,418,
Intel Pentium III 1400 @ 1400MHz,418,
AMD Athlon XP1600+,418,
AMD E1-2200 APU,418,
Intel Pentium M 1300MHz,416,
Intel Atom x5-Z8350 @ 1.44GHz,415,21
Intel Pentium 4 1700MHz,410,
Intel Celeron N2810 @ 2.00GHz,409,139.99
Mobile AMD Sempron 3200+,409,
AMD Athlon XP 1600+,408,
Intel Celeron 807UE @ 1.00GHz,407,
Intel Atom E3845 @ 1.91GHz,404,
Mobile AMD Athlon MP-M 1800+,403,
AMD G-T48E,398,
Intel Xeon 2.00GHz,398,
Intel Atom E3827 @ 1.74GHz,398,
Intel Celeron N2806 @ 1.60GHz,397,
Intel Atom E3840 @ 1.91GHz,396,
Intel Celeron 220 @ 1.20GHz,392,
Intel Core Solo U1400 @ 1.20GHz,392,
Intel Pentium 4 Mobile 1.60GHz,392,
Intel Pentium 4 1.70GHz,391,
Mobile Intel Celeron 1.70GHz,391,
AMD GX-212JC SOC,390,
AMD E1-1500 APU,390,
Intel Atom x5-Z8300 @ 1.44GHz,389,132.99
Intel Atom Z3736F @ 1.33GHz,386,
AMD Athlon XP 1500+,386,
